0,7.825448995,7.825448995,18.07986803,14.33663521,14.33663521,18.07986803
10,7.837753965,7.837753965,18.0968547,14.37198366,14.37198366,18.0968547
20,7.752909215,7.752909215,18.09369939,14.47193687,14.47193687,18.09369939
30,7.498433644,7.498433644,18.02574114,14.56166471,14.56166471,18.02574114
40,7.154863143,7.154863143,17.87129885,14.71686099,14.71686099,17.87129885
50,6.800805473,6.800805473,17.59776195,14.92857461,14.92857461,17.59776195
60,6.517579461,6.517579461,17.25002391,15.11539423,15.11539423,17.25002391
70,6.323776867,6.323776867,16.72725684,15.21177591,15.21177591,16.72725684
80,6.249890396,6.249890396,16.10629785,15.20008264,15.20008264,16.10629785
90,6.257408919,6.257408919,15.64542118,15.30045125,15.30045125,15.64542118
100,6.356594349,6.356594349,15.67708504,15.59736209,15.59736209,15.67708504
110,6.586095241,6.586095241,15.96405444,15.84762845,15.84762845,15.96405444
120,6.647506154,6.647506154,16.13846187,15.87183714,15.87183714,16.13846187
130,6.469068447,6.469068447,16.16774707,15.79485957,15.79485957,16.16774707
140,6.163431412,6.163431412,16.24689042,15.6603437,15.6603437,16.24689042
150,5.860913783,5.860913783,16.42146783,15.53575135,15.53575135,16.42146783
160,5.599067752,5.599067752,16.65653153,15.43686619,15.43686619,16.65653153
170,5.406552354,5.406552354,16.82339711,15.36437389,15.36437389,16.82339711
180,5.328045073,5.328045073,16.8753275,15.33077335,15.33077335,16.8753275
